"id" "cell"
"cg25757470" "cg25757470" "Dura"
"cg13130022" "cg13130022" "Dura"
"cg06367135" "cg06367135" "Dura"
"cg01039752" "cg01039752" "Dura"
"cg08423533" "cg08423533" "Dura"
"cg15092395" "cg15092395" "Dura"
"cg13444533" "cg13444533" "Dura"
"cg23986590" "cg23986590" "Dura"
"cg00118507" "cg00118507" "Dura"
"cg05606376" "cg05606376" "Dura"
"cg00994251" "cg00994251" "Dura"
"cg12589798" "cg12589798" "Dura"
"cg14220678" "cg14220678" "Dura"
"cg19238840" "cg19238840" "Dura"
"cg18144710" "cg18144710" "Dura"
"cg26856924" "cg26856924" "Dura"
"cg09766510" "cg09766510" "Dura"
"cg12246472" "cg12246472" "Dura"
"cg27190024" "cg27190024" "Dura"
"cg13479358" "cg13479358" "Dura"
"cg10332649" "cg10332649" "Dura"
"cg08677347" "cg08677347" "Dura"
"cg22662808" "cg22662808" "Dura"
"cg23483765" "cg23483765" "Dura"
"cg02138124" "cg02138124" "Dura"
"cg06419268" "cg06419268" "Dura"
"cg21530308" "cg21530308" "Dura"
"cg02645852" "cg02645852" "Dura"
"cg24951893" "cg24951893" "Dura"
"cg05285352" "cg05285352" "Dura"
"cg27291727" "cg27291727" "Dura"
"cg12999453" "cg12999453" "Dura"
"cg22863920" "cg22863920" "Dura"
"cg21546226" "cg21546226" "Dura"
"cg15985157" "cg15985157" "Dura"
"cg04227591" "cg04227591" "Dura"
"cg24978058" "cg24978058" "Dura"
"cg18015301" "cg18015301" "Dura"
"cg27596297" "cg27596297" "Dura"
"cg13647821" "cg13647821" "Dura"
"cg22374268" "cg22374268" "Dura"
"cg04258676" "cg04258676" "Dura"
"cg06358322" "cg06358322" "Dura"
"cg23843180" "cg23843180" "Dura"
"cg22621652" "cg22621652" "Dura"
"cg16962191" "cg16962191" "Dura"
"cg02229946" "cg02229946" "Dura"
"cg00689010" "cg00689010" "Dura"
"cg04779860" "cg04779860" "Dura"
"cg14264910" "cg14264910" "Dura"
"cg15981734" "cg15981734" "Dura"
"cg03790988" "cg03790988" "Dura"
"cg13926833" "cg13926833" "Dura"
"cg01546857" "cg01546857" "Dura"
"cg09697697" "cg09697697" "Dura"
"cg13240206" "cg13240206" "Dura"
"cg10557907" "cg10557907" "Dura"
"cg22732615" "cg22732615" "Dura"
"cg18449136" "cg18449136" "Dura"
"cg14345026" "cg14345026" "Dura"
"cg09375488" "cg09375488" "Dura"
"cg16398581" "cg16398581" "Dura"
"cg03612357" "cg03612357" "Dura"
"cg05028948" "cg05028948" "Dura"
"cg26504263" "cg26504263" "Dura"
"cg07831312" "cg07831312" "Dura"
"cg06331700" "cg06331700" "Dura"
"cg27445931" "cg27445931" "Dura"
"cg22912834" "cg22912834" "Dura"
"cg18955629" "cg18955629" "Dura"
"cg06567635" "cg06567635" "Dura"
"cg23978242" "cg23978242" "Dura"
"cg14703589" "cg14703589" "Dura"
"cg18021623" "cg18021623" "Dura"
"cg12136883" "cg12136883" "Dura"
"cg03191919" "cg03191919" "Dura"
"cg14386946" "cg14386946" "Dura"
"cg04390865" "cg04390865" "Dura"
"cg02588283" "cg02588283" "Dura"
"cg04143348" "cg04143348" "Dura"
"cg25393009" "cg25393009" "Dura"
"cg08754088" "cg08754088" "Dura"
"cg04650789" "cg04650789" "Dura"
"cg19259649" "cg19259649" "Dura"
"cg03286617" "cg03286617" "Dura"
"cg01573859" "cg01573859" "Dura"
"cg08250880" "cg08250880" "Dura"
"cg07861448" "cg07861448" "Dura"
"cg03852847" "cg03852847" "Dura"
"cg27016494" "cg27016494" "Dura"
"cg26375587" "cg26375587" "Dura"
"cg23710611" "cg23710611" "Dura"
"cg14153740" "cg14153740" "Dura"
"cg13648344" "cg13648344" "Dura"
"cg04453138" "cg04453138" "Dura"
"cg20175760" "cg20175760" "Dura"
"cg18182111" "cg18182111" "Dura"
"cg23943495" "cg23943495" "Dura"
"cg24992339" "cg24992339" "Dura"
"cg14531834" "cg14531834" "Dura"
"cg10717082" "cg10717082" "Dura"
"cg25436486" "cg25436486" "Dura"
"cg22960901" "cg22960901" "Dura"
"cg20278503" "cg20278503" "Dura"
"cg03796655" "cg03796655" "Dura"
"cg08244518" "cg08244518" "Dura"
"cg24597207" "cg24597207" "Dura"
"cg23675536" "cg23675536" "Dura"
"cg10043037" "cg10043037" "Dura"
"cg22977320" "cg22977320" "Dura"
"cg00486998" "cg00486998" "Dura"
"cg18749015" "cg18749015" "Dura"
"cg07395436" "cg07395436" "Dura"
"cg07203098" "cg07203098" "Dura"
"cg20426768" "cg20426768" "Dura"
"cg05049329" "cg05049329" "Dura"
"cg01148781" "cg01148781" "Dura"
"cg14954740" "cg14954740" "Dura"
"cg15058557" "cg15058557" "Dura"
"cg13683301" "cg13683301" "Dura"
"cg21842478" "cg21842478" "Dura"
"cg02062970" "cg02062970" "Dura"
"cg05139515" "cg05139515" "Dura"
"cg13470462" "cg13470462" "Dura"
"cg08330132" "cg08330132" "Dura"
"cg15404019" "cg15404019" "Dura"
"cg02299189" "cg02299189" "Dura"
"cg25287071" "cg25287071" "Dura"
"cg15443106" "cg15443106" "Dura"
"cg24952240" "cg24952240" "Dura"
"cg12633680" "cg12633680" "Dura"
"cg04108328" "cg04108328" "Dura"
"cg18002126" "cg18002126" "Dura"
"cg08814405" "cg08814405" "Dura"
"cg25740565" "cg25740565" "Dura"
"cg14508904" "cg14508904" "Dura"
"cg03357727" "cg03357727" "Dura"
"cg00453735" "cg00453735" "Dura"
"cg15200009" "cg15200009" "Dura"
"cg27428208" "cg27428208" "Dura"
"cg02788731" "cg02788731" "Dura"
"cg19439022" "cg19439022" "Dura"
"cg09261791" "cg09261791" "Dura"
"cg08395904" "cg08395904" "Dura"
"cg08909592" "cg08909592" "Dura"
"cg05088898" "cg05088898" "Dura"
"cg26679644" "cg26679644" "Dura"
"cg09273054" "cg09273054" "Dura"
"cg24140586" "cg24140586" "Dura"
"cg10172675" "cg10172675" "Dura"
"cg05835276" "cg05835276" "Dura"
"cg05679108" "cg05679108" "Dura"
"cg26266950" "cg26266950" "Dura"
"cg17392909" "cg17392909" "Dura"
"cg19548649" "cg19548649" "Dura"
"cg05980111" "cg05980111" "Dura"
"cg26672287" "cg26672287" "Dura"
"cg10115203" "cg10115203" "Dura"
"cg05203809" "cg05203809" "Dura"
"cg10666248" "cg10666248" "Dura"
"cg18267131" "cg18267131" "Dura"
"cg06369407" "cg06369407" "Dura"
"cg01235083" "cg01235083" "Dura"
"cg16851482" "cg16851482" "Dura"
"cg26708220" "cg26708220" "Dura"
"cg10293282" "cg10293282" "Dura"
"cg07764334" "cg07764334" "Dura"
"cg12554678" "cg12554678" "Dura"
"cg16080125" "cg16080125" "Dura"
"cg15064681" "cg15064681" "Dura"
"cg03366677" "cg03366677" "Dura"
"cg06523224" "cg06523224" "Dura"
"cg06942111" "cg06942111" "Dura"
"cg04128237" "cg04128237" "Dura"
"cg22539420" "cg22539420" "Dura"
"cg25381747" "cg25381747" "Dura"
"cg03034101" "cg03034101" "Dura"
"cg11908453" "cg11908453" "Dura"
"cg04077417" "cg04077417" "Dura"
"cg01564640" "cg01564640" "Dura"
"cg15916160" "cg15916160" "Dura"
"cg18419358" "cg18419358" "Dura"
"cg05202616" "cg05202616" "Dura"
"cg07476923" "cg07476923" "Dura"
"cg03071245" "cg03071245" "Dura"
"cg26862316" "cg26862316" "Dura"
"cg05419752" "cg05419752" "Dura"
"cg21575509" "cg21575509" "Dura"
"cg03009478" "cg03009478" "Dura"
"cg18603276" "cg18603276" "Dura"
"cg07562888" "cg07562888" "Dura"
"cg21609584" "cg21609584" "Dura"
"cg09581581" "cg09581581" "Dura"
"cg11760099" "cg11760099" "Dura"
"cg16377117" "cg16377117" "Dura"
"cg03259564" "cg03259564" "Dura"
"cg13744172" "cg13744172" "Dura"
"cg16310003" "cg16310003" "Dura"
"cg24625136" "cg24625136" "Dura"
"cg17507671" "cg17507671" "Dura"
"cg01565918" "cg01565918" "Dura"
"cg07336350" "cg07336350" "Dura"
"cg05311180" "cg05311180" "Dura"
"cg05983231" "cg05983231" "Dura"
"cg15975282" "cg15975282" "Dura"
"cg23683588" "cg23683588" "Dura"
"cg25498385" "cg25498385" "Dura"
"cg27228210" "cg27228210" "Dura"
"cg20035679" "cg20035679" "Dura"
"cg01033356" "cg01033356" "Dura"
"cg11341440" "cg11341440" "Dura"
"cg07913197" "cg07913197" "Dura"
"cg27457284" "cg27457284" "Dura"
"cg15229245" "cg15229245" "Dura"
"cg00832105" "cg00832105" "Dura"
"cg27337176" "cg27337176" "Dura"
"cg05877590" "cg05877590" "Dura"
"cg17243643" "cg17243643" "Dura"
"cg15364504" "cg15364504" "Dura"
"cg27534912" "cg27534912" "Dura"
"cg16697896" "cg16697896" "Dura"
"cg21679294" "cg21679294" "Dura"
"cg20377305" "cg20377305" "Dura"
"cg14507100" "cg14507100" "Dura"
"cg06023791" "cg06023791" "Dura"
"cg23619769" "cg23619769" "Dura"
"cg12421116" "cg12421116" "Dura"
"cg01832662" "cg01832662" "Dura"
"cg06422471" "cg06422471" "Dura"
"cg05330056" "cg05330056" "Dura"
"cg26022010" "cg26022010" "Dura"
"cg05329893" "cg05329893" "Dura"
"cg15767191" "cg15767191" "Dura"
"cg10861390" "cg10861390" "Dura"
"cg14972155" "cg14972155" "Dura"
"cg04310104" "cg04310104" "Dura"
"cg17832704" "cg17832704" "Dura"
"cg11796442" "cg11796442" "Dura"
"cg26818625" "cg26818625" "Dura"
"cg08217409" "cg08217409" "Dura"
"cg05685741" "cg05685741" "Dura"
"cg00249032" "cg00249032" "Dura"
"cg05317090" "cg05317090" "Dura"
"cg12166520" "cg12166520" "Dura"
"cg02726814" "cg02726814" "Dura"
"cg10559151" "cg10559151" "Dura"
"cg03078767" "cg03078767" "Dura"
"cg13847898" "cg13847898" "Dura"
"cg03947384" "cg03947384" "Dura"
"cg04481189" "cg04481189" "Dura"
"cg00609363" "cg00609363" "Dura"
"cg17807458" "cg17807458" "Dura"
"cg07702693" "cg07702693" "Dura"
"cg19962750" "cg19962750" "Dura"
"cg25008152" "cg25008152" "Dura"
"cg08392746" "cg08392746" "Dura"
"cg09334731" "cg09334731" "Dura"
"cg03517250" "cg03517250" "Dura"
"cg04156729" "cg04156729" "Dura"
"cg17756398" "cg17756398" "Dura"
"cg10150962" "cg10150962" "Dura"
"cg26029547" "cg26029547" "Dura"
"cg13890379" "cg13890379" "Dura"
"cg16475478" "cg16475478" "Dura"
"cg10156846" "cg10156846" "Dura"
"cg11136654" "cg11136654" "Dura"
"cg15648041" "cg15648041" "Dura"
"cg04443690" "cg04443690" "Dura"
"cg23468002" "cg23468002" "Dura"
"cg06088745" "cg06088745" "Dura"
"cg03283421" "cg03283421" "Dura"
"cg00848374" "cg00848374" "Dura"
"cg11065621" "cg11065621" "Dura"
"cg10534479" "cg10534479" "Dura"
"cg20426415" "cg20426415" "Dura"
"cg06451843" "cg06451843" "Dura"
"cg00813343" "cg00813343" "Dura"
"cg05892626" "cg05892626" "Dura"
"cg09807875" "cg09807875" "Dura"
"cg09461792" "cg09461792" "Dura"
"cg27054424" "cg27054424" "Dura"
"cg14987787" "cg14987787" "Dura"
"cg00514407" "cg00514407" "Dura"
"cg16026103" "cg16026103" "Dura"
"cg02331910" "cg02331910" "Dura"
"cg01548463" "cg01548463" "Dura"
"cg18882156" "cg18882156" "Dura"
"cg02697649" "cg02697649" "Dura"
"cg12416830" "cg12416830" "Dura"
"cg26198107" "cg26198107" "Dura"
"cg10755235" "cg10755235" "Dura"
"cg21193888" "cg21193888" "Dura"
"cg09221485" "cg09221485" "Dura"
"cg06000330" "cg06000330" "Dura"
"cg06897921" "cg06897921" "Dura"
"cg18499201" "cg18499201" "Dura"
"cg26770464" "cg26770464" "Dura"
"cg25723217" "cg25723217" "Dura"
"cg26490671" "cg26490671" "Dura"
"cg00277936" "cg00277936" "Dura"
"cg18693421" "cg18693421" "Dura"
"cg19974120" "cg19974120" "Dura"
"cg15810304" "cg15810304" "Dura"
"cg05876174" "cg05876174" "Dura"
"cg09247297" "cg09247297" "Dura"
"cg01711746" "cg01711746" "Dura"
"cg08827079" "cg08827079" "Dura"
"cg18688392" "cg18688392" "Dura"
"cg09650180" "cg09650180" "Dura"
"cg02269497" "cg02269497" "Dura"
"cg05115862" "cg05115862" "Dura"
"cg15329866" "cg15329866" "Dura"
"cg06822067" "cg06822067" "Dura"
"cg00818828" "cg00818828" "Dura"
"cg15159420" "cg15159420" "Dura"
"cg20080624" "cg20080624" "Dura"
"cg06603649" "cg06603649" "Dura"
"cg00052246" "cg00052246" "Dura"
"cg26672426" "cg26672426" "Dura"
"cg00448761" "cg00448761" "Dura"
"cg11639130" "cg11639130" "Dura"
"cg16291048" "cg16291048" "Dura"
"cg12608975" "cg12608975" "Dura"
"cg11377730" "cg11377730" "Dura"
"cg02317832" "cg02317832" "Dura"
"cg20386316" "cg20386316" "Dura"
"cg08375222" "cg08375222" "Dura"
"cg07629965" "cg07629965" "Dura"
"cg14193653" "cg14193653" "Dura"
"cg06577223" "cg06577223" "Dura"
"cg07866001" "cg07866001" "Dura"
"cg11236727" "cg11236727" "Dura"
"cg18574995" "cg18574995" "Dura"
"cg09990852" "cg09990852" "Dura"
"cg08423507" "cg08423507" "Dura"
"cg02798394" "cg02798394" "Dura"
"cg13563863" "cg13563863" "Dura"
"cg05938607" "cg05938607" "Dura"
"cg20665259" "cg20665259" "Dura"
"cg17589883" "cg17589883" "Dura"
"cg16307866" "cg16307866" "Dura"
"cg13257498" "cg13257498" "Dura"
"cg14342235" "cg14342235" "Dura"
"cg08393660" "cg08393660" "Dura"
"cg05457730" "cg05457730" "Dura"
"cg11691825" "cg11691825" "Dura"
"cg13745489" "cg13745489" "Dura"
"cg07290920" "cg07290920" "Dura"
"cg16555194" "cg16555194" "Dura"
"cg13213810" "cg13213810" "Dura"
"cg08131184" "cg08131184" "Dura"
"cg24723693" "cg24723693" "Dura"
"cg22635491" "cg22635491" "Dura"
"cg09493621" "cg09493621" "Dura"
"cg05606799" "cg05606799" "Dura"
"cg13201342" "cg13201342" "Dura"
"cg02166394" "cg02166394" "Dura"
"cg13365340" "cg13365340" "Dura"
"cg10546210" "cg10546210" "Dura"
"cg13125488" "cg13125488" "Dura"
"cg18598117" "cg18598117" "Dura"
"cg04932340" "cg04932340" "Dura"
"cg20444370" "cg20444370" "Dura"
"cg06376402" "cg06376402" "Dura"
"cg02619087" "cg02619087" "Dura"
"cg24978725" "cg24978725" "Dura"
"cg00768993" "cg00768993" "Dura"
"cg19825759" "cg19825759" "Dura"
"cg27390201" "cg27390201" "Dura"
"cg16794506" "cg16794506" "Dura"
"cg13499717" "cg13499717" "Dura"
"cg14260889" "cg14260889" "Dura"
"cg21209876" "cg21209876" "Dura"
"cg18515510" "cg18515510" "Dura"
"cg24525457" "cg24525457" "Dura"
"cg19896142" "cg19896142" "Dura"
"cg08800318" "cg08800318" "Dura"
"cg10835876" "cg10835876" "Dura"
"cg07200490" "cg07200490" "Dura"
"cg04021372" "cg04021372" "Dura"
"cg02927252" "cg02927252" "Dura"
"cg06282270" "cg06282270" "Dura"
"cg19222156" "cg19222156" "Dura"
"cg12824782" "cg12824782" "Dura"
"cg24714709" "cg24714709" "Dura"
"cg03113878" "cg03113878" "Dura"
"cg15606633" "cg15606633" "Dura"
"cg19053250" "cg19053250" "Dura"
"cg07966372" "cg07966372" "Dura"
"cg10958362" "cg10958362" "Dura"
"cg11865119" "cg11865119" "Dura"
"cg06611115" "cg06611115" "Dura"
"cg08133699" "cg08133699" "Dura"
"cg04424119" "cg04424119" "Dura"
"cg14545570" "cg14545570" "Dura"
"cg25937565" "cg25937565" "Dura"
"cg05062676" "cg05062676" "Dura"
"cg13257636" "cg13257636" "Dura"
"cg01958295" "cg01958295" "Dura"
"cg22169523" "cg22169523" "Dura"
"cg08894487" "cg08894487" "Dura"
"cg03901576" "cg03901576" "Dura"
"cg03795874" "cg03795874" "Dura"
"cg15454698" "cg15454698" "Dura"
"cg02803604" "cg02803604" "Dura"
"cg23916878" "cg23916878" "Dura"
"cg18735956" "cg18735956" "Dura"
"cg23239052" "cg23239052" "Dura"
"cg15140902" "cg15140902" "Dura"
"cg17737409" "cg17737409" "Dura"
"cg04961582" "cg04961582" "Dura"
"cg08061755" "cg08061755" "Dura"
"cg04143120" "cg04143120" "Dura"
"cg05061886" "cg05061886" "Dura"
"cg07000334" "cg07000334" "Dura"
"cg18563999" "cg18563999" "Dura"
"cg05848863" "cg05848863" "Dura"
"cg06290096" "cg06290096" "Dura"
"cg22422251" "cg22422251" "Dura"
"cg18011032" "cg18011032" "Dura"
"cg18090991" "cg18090991" "Dura"
"cg19576738" "cg19576738" "Dura"
"cg27268120" "cg27268120" "Dura"
"cg24035245" "cg24035245" "Dura"
"cg09385093" "cg09385093" "Dura"
"cg12815142" "cg12815142" "Dura"
"cg12536028" "cg12536028" "Dura"
"cg06893296" "cg06893296" "Dura"
"cg09206774" "cg09206774" "Dura"
"cg23025804" "cg23025804" "Dura"
"cg20381182" "cg20381182" "Dura"
"cg09517033" "cg09517033" "Dura"
"cg10846682" "cg10846682" "Dura"
"cg00958225" "cg00958225" "Dura"
"cg10663781" "cg10663781" "Dura"
"cg09266087" "cg09266087" "Dura"
"cg11350586" "cg11350586" "Dura"
"cg16197643" "cg16197643" "Dura"
"cg06731886" "cg06731886" "Dura"
"cg16454852" "cg16454852" "Dura"
"cg07961512" "cg07961512" "Dura"
"cg10134799" "cg10134799" "Dura"
"cg15949553" "cg15949553" "Dura"
"cg26274812" "cg26274812" "Dura"
"cg14056187" "cg14056187" "Dura"
"cg26694290" "cg26694290" "Dura"
"cg14424519" "cg14424519" "Dura"
"cg23928468" "cg23928468" "Dura"
"cg18873386" "cg18873386" "Dura"
"cg08177681" "cg08177681" "Dura"
"cg02571636" "cg02571636" "Dura"
"cg16262201" "cg16262201" "Dura"
"cg18084582" "cg18084582" "Dura"
"cg09859040" "cg09859040" "Dura"
"cg17382310" "cg17382310" "Dura"
"cg21568206" "cg21568206" "Dura"
"cg16478197" "cg16478197" "Dura"
"cg16639860" "cg16639860" "Dura"
"cg21786808" "cg21786808" "Dura"
"cg06958766" "cg06958766" "Dura"
"cg19261306" "cg19261306" "Dura"
"cg21007089" "cg21007089" "Dura"
"cg05912338" "cg05912338" "Dura"
"cg08428489" "cg08428489" "Dura"
"cg23975425" "cg23975425" "Dura"
"cg17987112" "cg17987112" "Dura"
"cg24317069" "cg24317069" "Dura"
"cg21077684" "cg21077684" "Dura"
"cg20933946" "cg20933946" "Dura"
"cg20338426" "cg20338426" "Dura"
"cg14308311" "cg14308311" "Dura"
"cg02831419" "cg02831419" "Dura"
"cg00912277" "cg00912277" "Dura"
"cg22334632" "cg22334632" "Dura"
"cg16310415" "cg16310415" "Dura"
"cg01085399" "cg01085399" "Dura"
"cg18275732" "cg18275732" "Dura"
"cg23133355" "cg23133355" "Dura"
"cg25593948" "cg25593948" "Dura"
"cg15543523" "cg15543523" "Dura"
"cg08544712" "cg08544712" "Dura"
"cg13150632" "cg13150632" "Dura"
"cg22991320" "cg22991320" "Dura"
"cg20444218" "cg20444218" "Dura"
"cg22047282" "cg22047282" "Dura"
"cg13683667" "cg13683667" "Dura"
"cg10007051" "cg10007051" "Dura"
"cg08295661" "cg08295661" "Dura"
"cg20480497" "cg20480497" "Dura"
"cg08347500" "cg08347500" "Dura"
"cg13919358" "cg13919358" "Dura"
"cg03494502" "cg03494502" "Dura"
"cg00956759" "cg00956759" "Dura"
"cg24485951" "cg24485951" "Dura"
"cg23002097" "cg23002097" "Dura"
"cg05654049" "cg05654049" "Dura"
"cg27262870" "cg27262870" "Dura"
"cg03921216" "cg03921216" "Dura"
"cg14718995" "cg14718995" "Dura"
"cg15598802" "cg15598802" "Dura"
"cg17541290" "cg17541290" "Dura"
"cg03640993" "cg03640993" "Dura"
"cg02245566" "cg02245566" "Dura"
"cg18295744" "cg18295744" "Dura"
"cg00940867" "cg00940867" "Dura"
"cg06941156" "cg06941156" "Dura"
"cg23259375" "cg23259375" "Dura"
"cg19963589" "cg19963589" "Dura"
"cg00273198" "cg00273198" "Dura"
"cg02049243" "cg02049243" "Dura"
"cg22449980" "cg22449980" "Dura"
"cg04458281" "cg04458281" "Dura"
"cg10802509" "cg10802509" "Dura"
"cg12710648" "cg12710648" "Dura"
"cg22907065" "cg22907065" "Dura"
"cg25751732" "cg25751732" "Dura"
"cg13057055" "cg13057055" "Dura"
"cg04212846" "cg04212846" "Dura"
"cg08927844" "cg08927844" "Dura"
"cg13661243" "cg13661243" "Dura"
"cg16594066" "cg16594066" "Dura"
"cg21301805" "cg21301805" "Dura"
"cg14287403" "cg14287403" "Dura"
"cg07689821" "cg07689821" "Dura"
"cg24347498" "cg24347498" "Dura"
"cg18725867" "cg18725867" "Dura"
"cg15357156" "cg15357156" "Dura"
"cg13101887" "cg13101887" "Dura"
"cg02285155" "cg02285155" "Dura"
"cg08327690" "cg08327690" "Dura"
"cg15718528" "cg15718528" "Dura"
"cg07948095" "cg07948095" "Dura"
"cg14874742" "cg14874742" "Dura"
"cg08133629" "cg08133629" "Dura"
"cg01833057" "cg01833057" "Dura"
"cg11035271" "cg11035271" "Dura"
"cg09334915" "cg09334915" "Dura"
"cg14507337" "cg14507337" "Dura"
"cg18928221" "cg18928221" "Dura"
"cg23623667" "cg23623667" "Dura"
"cg24828603" "cg24828603" "Dura"
"cg06333435" "cg06333435" "Dura"
"cg05639246" "cg05639246" "Dura"
"cg09245319" "cg09245319" "Dura"
"cg08745451" "cg08745451" "Dura"
"cg16789849" "cg16789849" "Dura"
"cg09984479" "cg09984479" "Dura"
"cg25020073" "cg25020073" "Dura"
"cg20931951" "cg20931951" "Dura"
"cg07230359" "cg07230359" "Dura"
"cg03656099" "cg03656099" "Dura"
"cg15141195" "cg15141195" "Dura"
"cg26313247" "cg26313247" "Dura"
"cg03041650" "cg03041650" "Dura"
"cg10484211" "cg10484211" "Dura"
"cg25529587" "cg25529587" "Dura"
"cg26111575" "cg26111575" "Dura"
"cg05407459" "cg05407459" "Dura"
"cg17507887" "cg17507887" "Dura"
"cg09547025" "cg09547025" "Dura"
"cg20489847" "cg20489847" "Dura"
"cg13877285" "cg13877285" "Dura"
"cg04388244" "cg04388244" "Dura"
"cg01823414" "cg01823414" "Dura"
"cg02690159" "cg02690159" "Dura"
"cg21491443" "cg21491443" "Dura"
"cg08857063" "cg08857063" "Dura"
"cg01407477" "cg01407477" "Dura"
"cg19954985" "cg19954985" "Dura"
"cg19449948" "cg19449948" "Dura"
"cg26608663" "cg26608663" "Dura"
"cg01448276" "cg01448276" "Dura"
"cg07828472" "cg07828472" "Dura"
"cg25255893" "cg25255893" "Dura"
"cg10434977" "cg10434977" "Dura"
"cg16966139" "cg16966139" "Dura"
"cg22545168" "cg22545168" "Dura"
"cg18865796" "cg18865796" "Dura"
"cg10729196" "cg10729196" "Dura"
"cg04436634" "cg04436634" "Dura"
"cg19864808" "cg19864808" "Dura"
"cg21336650" "cg21336650" "Dura"
"cg09911173" "cg09911173" "Dura"
"cg18880544" "cg18880544" "Dura"
"cg07232063" "cg07232063" "Dura"
"cg07138437" "cg07138437" "Dura"
"cg03774463" "cg03774463" "Dura"
"cg26420444" "cg26420444" "Dura"
"cg08905080" "cg08905080" "Dura"
"cg13970437" "cg13970437" "Dura"
"cg05157912" "cg05157912" "Dura"
"cg19685521" "cg19685521" "Dura"
"cg07964848" "cg07964848" "Dura"
"cg20432475" "cg20432475" "Dura"
"cg01932197" "cg01932197" "Dura"
"cg20698667" "cg20698667" "Dura"
"cg20081724" "cg20081724" "Dura"
"cg16792548" "cg16792548" "Dura"
"cg03430605" "cg03430605" "Dura"
"cg11447922" "cg11447922" "Dura"
"cg21104276" "cg21104276" "Dura"
"cg13074572" "cg13074572" "Dura"
"cg11189357" "cg11189357" "Dura"
"cg04907257" "cg04907257" "Dura"
"cg24105685" "cg24105685" "Dura"
"cg19534021" "cg19534021" "Dura"
"cg23499956" "cg23499956" "Dura"
"cg27071312" "cg27071312" "Dura"
"cg22653012" "cg22653012" "Dura"
"cg18845984" "cg18845984" "Dura"
"cg19937499" "cg19937499" "Dura"
"cg05390968" "cg05390968" "Dura"
"cg07007122" "cg07007122" "Dura"
"cg09170112" "cg09170112" "Dura"
"cg15722751" "cg15722751" "Dura"
"cg22209105" "cg22209105" "Dura"
"cg26495839" "cg26495839" "Dura"
"cg09358376" "cg09358376" "Dura"
"cg09935440" "cg09935440" "Dura"
"cg02218809" "cg02218809" "Dura"
"cg17373656" "cg17373656" "Dura"
"cg03627489" "cg03627489" "Dura"
"cg20449648" "cg20449648" "Dura"
"cg22125112" "cg22125112" "Dura"
"cg08826839" "cg08826839" "Dura"
"cg26267430" "cg26267430" "Dura"
"cg02643580" "cg02643580" "Dura"
"cg25174844" "cg25174844" "Dura"
"cg24229691" "cg24229691" "Dura"
"cg17105814" "cg17105814" "Dura"
"cg20403541" "cg20403541" "Dura"
"cg15017119" "cg15017119" "Dura"
"cg08004073" "cg08004073" "Dura"
"cg08018143" "cg08018143" "Dura"
"cg10803098" "cg10803098" "Dura"
"cg14705010" "cg14705010" "Dura"
"cg08811314" "cg08811314" "Dura"
"cg02486855" "cg02486855" "Dura"
"cg07689731" "cg07689731" "Dura"
"cg21577889" "cg21577889" "Dura"
"cg07493837" "cg07493837" "Dura"
"cg00118978" "cg00118978" "Dura"
"cg01947943" "cg01947943" "Dura"
"cg19827023" "cg19827023" "Dura"
"cg04075781" "cg04075781" "Dura"
"cg01558931" "cg01558931" "Dura"
"cg19375140" "cg19375140" "Dura"
"cg03611618" "cg03611618" "Dura"
"cg21662240" "cg21662240" "Dura"
"cg14555996" "cg14555996" "Dura"
"cg17050616" "cg17050616" "Dura"
"cg10535597" "cg10535597" "Dura"
"cg05597836" "cg05597836" "Dura"
"cg17853691" "cg17853691" "Dura"
"cg25450819" "cg25450819" "Dura"
"cg14206523" "cg14206523" "Dura"
"cg09511177" "cg09511177" "Dura"
"cg11948367" "cg11948367" "Dura"
"cg09002358" "cg09002358" "Dura"
"cg27659622" "cg27659622" "Dura"
"cg05884705" "cg05884705" "Dura"
"cg09860353" "cg09860353" "Dura"
"cg12763430" "cg12763430" "Dura"
"cg09245302" "cg09245302" "Dura"
"cg14431024" "cg14431024" "Dura"
